+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                         ;
+-------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                     ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult2|mult2                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult2|mult1|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult2|mult1|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult2|mult1|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult2|mult1|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult2|mult1                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult2                      ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult4|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult4|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult4|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult4|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult4                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult3|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult3|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult3|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult3|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult3                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult2|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult2|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult2|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult2|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult2                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult1|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult1|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult1|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult1|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1|mult1                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1|mult1                      ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier|mult1                            ; 32    ; 16             ; 0            ; 16             ; 32     ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier|multiplier                                  ; 49    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:27:single_multiplier                                             ; 54    ; 0              ; 1            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult4|fourth_product       ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult4|third_product        ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult4|second_product       ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult4|first_product        ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult4                      ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult3|fourth_product       ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult3|third_product        ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult3|second_product       ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult3|first_product        ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult3                      ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult2|fourth_product       ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult2|third_product        ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult2|second_product       ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult2|first_product        ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult2                      ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult1|fourth_product       ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult1|third_product        ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult1|second_product       ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult1|first_product        ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4|mult1                      ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult4                            ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult4|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult4|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult4|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult4|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult4                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult3|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult3|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult3|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult3|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult3                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult2|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult2|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult2|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult2|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult2                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult1|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult1|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult1|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult1|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4|mult1                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult4                      ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult4|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult4|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult4|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult4|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult4                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult3|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult3|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult3|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult3|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult3                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult2|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult2|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult2|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult2|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult2                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult1|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult1|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult1|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult1|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3|mult1                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult3                      ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult4|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult4|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult4|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult4|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult4                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult3|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult3|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult3|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult3|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult3                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult2|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult2|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult2|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult2|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult2                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult1|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult1|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult1|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult1|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2|mult1                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult2                      ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult4|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult4|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult4|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult4|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult4                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult3|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult3|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult3|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult3|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult3                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult2|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult2|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult2|second_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult2|first_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult2                ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult1|fourth_product ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \multipliers:26:single_multiplier|multiplier|mult3|mult1|mult1|third_product  ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
